SoC,OCV,R0,R1,R2,C1,C2,Tau1,Tau2
0.83079,55.44253967394335,0.0391174541884236,0.0163759920279231,0.0078333720750701,3388.582340913403,71037.56810711948,55.49139740075898,556.4637022912036
0.8308,55.44263898698107,0.0391172787138939,0.0163759774833248,0.0078332228814576,3388.605206705425,71039.61378935174,55.49172256488536,556.4691282246649
0.83081,55.44273830002368,0.039117103256876,0.0163759629193014,0.0078330736815956,3388.628078831441,71041.65953803824,55.49204776624729,556.4745536242851
0.83082,55.44283761307268,0.0391169278173725,0.0163759483358514,0.0078329244754845,3388.650957291984,71043.70535317506,55.49237300484724,556.479978490001
0.83083,55.44293692612956,0.0391167523953859,0.0163759337329737,0.007832775263125,3388.673842087586,71045.7512347584,55.4926982806877,556.4854028217494
0.83084,55.44303623919579,0.0391165769909187,0.0163759191106666,0.0078326260445174,3388.696733218781,71047.79718278431,55.49302359377116,556.490826619467
0.83085,55.44313555227289,0.0391164016039737,0.016375904468929,0.0078324768196622,3388.7196306861024,71049.8431972489,55.49334894410009,556.4962498830903
0.83086,55.44323486536235,0.0391162262345532,0.0163758898077594,0.00783232758856,3388.7425344900817,71051.88927814833,55.493674331677,556.5016726125561
0.83087,55.44333417846565,0.0391160508826599,0.0163758751271564,0.0078321783512113,3388.765444631255,71053.93542547872,55.493999756504365,556.5070948078013
0.83088,55.44343349158429,0.0391158755482964,0.0163758604271188,0.0078320291076165,3388.788361110153,71055.98163923608,55.49432521858466,556.5125164687623
0.83089,55.44353280471976,0.0391157002314651,0.0163758457076451,0.0078318798577761,3388.8112839273103,71058.02791941665,55.49465071792039,556.517937595376
0.8309,55.44363211787355,0.0391155249321688,0.0163758309687339,0.0078317306016907,3388.8342130832607,71060.07426601651,55.49497625451404,556.5233581875791
0.83091,55.44373143104715,0.0391153496504098,0.0163758162103839,0.0078315813393607,3388.857148578537,71062.12067903171,55.49530182836807,556.5287782453081
0.83092,55.443830744242064,0.0391151743861909,0.0163758014325938,0.0078314320707867,3388.8800904136733,71064.1671584584,55.49562743948499,556.5341977684998
0.83093,55.443930057459774,0.0391149991395145,0.0163757866353621,0.0078312827959691,3388.903038589204,71066.2137042927,55.495953087867285,556.539616757091
0.83094,55.44402937070177,0.0391148239103832,0.0163757718186875,0.0078311335149084,3388.92599310566,71068.2603165307,55.49627877351743,556.5450352110183
0.83095,55.44412868396956,0.0391146486987996,0.0163757569825686,0.0078309842276051,3388.948953963579,71070.30699516849,55.496604496437925,556.5504531302183
0.83096,55.44422799726462,0.0391144735047663,0.0163757421270041,0.0078308349340597,3388.9719211634924,71072.3537402022,55.496930256631245,556.5558705146278
0.83097,55.44432731058845,0.0391142983282858,0.0163757272519926,0.0078306856342728,3388.9948947059343,71074.40055162791,55.49725605409988,556.5612873641835
0.83098,55.44442662394254,0.0391141231693606,0.0163757123575327,0.0078305363282447,3389.0178745914395,71076.44742944176,55.49758188884632,556.5667036788219
0.83099,55.44452593732837,0.0391139480279934,0.016375697443623,0.0078303870159761,3389.040860820542,71078.49437363983,55.497907760873055,556.57211945848
0.831,55.44462525074746,0.0391137729041867,0.0163756825102622,0.0078302376974673,3389.0638533937754,71080.54138421819,55.49823367018256,556.5775347030941
0.83101,55.44472456420129,0.0391135977979431,0.016375667557449,0.007830088372719,3389.086852311674,71082.58846117299,55.49855961677732,556.5829494126011
0.83102,55.44482387769133,0.0391134227092651,0.0163756525851819,0.0078299390417315,3389.109857574773,71084.63560450028,55.49888560065984,556.5883635869377
0.83103,55.444923191219104,0.0391132476381553,0.0163756375934595,0.0078297897045054,3389.132869183605,71086.68281419617,55.49921162183259,556.5937772260404
0.83104,55.445022504786095,0.0391130725846163,0.0163756225822806,0.0078296403610413,3389.1558871387074,71088.73009025681,55.49953768029808,556.599190329846
0.83105,55.44512181839378,0.0391128975486506,0.0163756075516437,0.0078294910113395,3389.178911440611,71090.77743267824,55.49986377605876,556.6046028982912
0.83106,55.44522113204366,0.0391127225302607,0.0163755925015476,0.0078293416554005,3389.2019420898523,71092.82484145655,55.50018990911715,556.6100149313124
0.83107,55.445320445737245,0.0391125475294494,0.0163755774319907,0.007829192293225,3389.2249790869664,71094.87231658785,55.50051607947572,556.6154264288467
0.83108,55.44541975947601,0.0391123725462191,0.0163755623429717,0.0078290429248133,3389.248022432487,71096.91985806823,55.50084228713697,556.6208373908304
0.83109,55.44551907326144,0.0391121975805723,0.0163755472344893,0.007828893550166,3389.2710721269486,71098.96746589379,55.50116853210337,556.6262478172004
0.8311,55.44561838709504,0.0391120226325117,0.0163755321065422,0.0078287441692835,3389.2941281708872,71101.0151400606,55.50149481437742,556.631657707893
0.83111,55.4457177009783,0.0391118477020399,0.0163755169591289,0.0078285947821664,3389.317190564837,71103.06288056474,55.50182113396162,556.6370670628453
0.83112,55.44581701491272,0.0391116727891593,0.016375501792248,0.0078284453888152,3389.3402593093324,71105.11068740232,55.50214749085843,556.6424758819937
0.83113,55.44591632889977,0.0391114978938726,0.0163754866058982,0.0078282959892303,3389.3633344049085,71107.15856056944,55.50247388507035,556.647884165275
0.83114,55.44601564294097,0.0391113230161822,0.0163754714000782,0.0078281465834123,3389.386415852102,71109.20650006217,55.502800316599874,556.6532919126257
0.83115,55.446114957037786,0.0391111481560909,0.0163754561747866,0.0078279971713616,3389.4095036514464,71111.25450587655,55.50312678544948,556.6586991239823
0.83116,55.446214271191735,0.0391109733136011,0.0163754409300219,0.0078278477530788,3389.432597803477,71113.30257800872,55.50345329162166,556.6641057992819
0.83117,55.44631358540428,0.0391107984887154,0.0163754256657829,0.0078276983285643,3389.45569830873,71115.35071645476,55.503779835118905,556.6695119384608
0.83118,55.44641289967693,0.0391106236814364,0.0163754103820681,0.0078275488978187,3389.47880516774,71117.3989212107,55.5041064159437,556.6749175414556
0.83119,55.44651221401119,0.0391104488917667,0.0163753950788762,0.0078273994608423,3389.501918381043,71119.4471922727,55.50443303409853,556.6803226082031
0.8312,55.44661152840853,0.0391102741197087,0.0163753797562058,0.0078272500176358,3389.5250379491736,71121.49552963677,55.504759689585896,556.6857271386401
0.83121,55.44671084287046,0.0391100993652651,0.0163753644140556,0.0078271005681997,3389.548163872668,71123.54393329898,55.50508638240827,556.6911311327029
0.83122,55.44681015739846,0.0391099246284385,0.0163753490524242,0.0078269511125343,3389.571296152061,71125.59240325549,55.50541311256815,556.6965345903284
0.83123,55.44690947199402,0.0391097499092314,0.0163753336713102,0.0078268016506403,3389.59443478789,71127.6409395023,55.50573988006803,556.701937511453
0.83124,55.44700878665864,0.0391095752076464,0.0163753182707123,0.0078266521825181,3389.617579780689,71129.68954203546,55.50606668491038,556.7073398960133
0.83125,55.447108101393816,0.0391094005236859,0.016375302850629,0.0078265027081683,3389.6407311309945,71131.73821085115,55.5063935270977,556.7127417439464
0.83126,55.447207416201024,0.0391092258573528,0.016375287411059,0.0078263532275912,3389.6638888393422,71133.78694594537,55.50672040663248,556.7181430551884
0.83127,55.447306731081774,0.0391090512086493,0.016375271952001,0.0078262037407875,3389.687052906268,71135.83574731417,55.507047323517206,556.7235438296761
0.83128,55.44740604603756,0.0391088765775782,0.0163752564734536,0.0078260542477575,3389.7102233323085,71137.88461495368,55.50737427775437,556.7289440673462
0.83129,55.44750536106984,0.0391087019641421,0.0163752409754154,0.0078259047485019,3389.733400118,71139.93354885996,55.50770126934646,556.7343437681353
0.8313,55.44760467618016,0.0391085273683434,0.016375225457885,0.0078257552430211,3389.756583263876,71141.98254902901,55.50802829829596,556.7397429319799
0.83131,55.44770399136996,0.0391083527901847,0.016375209920861,0.0078256057313155,3389.7797727704765,71144.03161545697,55.50835536460537,556.7451415588168
0.83132,55.44780330664077,0.0391081782296687,0.0163751943643422,0.0078254562133858,3389.802968638335,71146.08074813991,55.508682468277165,556.7505396485825
0.83133,55.44790262199406,0.0391080036867978,0.0163751787883271,0.0078253066892324,3389.826170867989,71148.12994707382,55.50900960931384,556.7559372012136
0.83134,55.448001937431336,0.0391078291615747,0.0163751631928144,0.0078251571588557,3389.8493794599744,71150.17921225482,55.50933678771789,556.7613342166467
0.83135,55.44810125295408,0.0391076546540019,0.0163751475778027,0.0078250076222564,3389.8725944148287,71152.22854367895,55.50966400349181,556.7667306948185
0.83136,55.44820056856379,0.0391074801640819,0.0163751319432906,0.0078248580794348,3389.8958157330867,71154.27794134228,55.50999125663806,556.7721266356655
0.83137,55.44829988426197,0.0391073056918174,0.0163751162892767,0.0078247085303915,3389.919043415287,71156.32740524091,55.51031854715916,556.7775220391244
0.83138,55.44839920005008,0.039107131237211,0.0163751006157597,0.007824558975127,3389.9422774619647,71158.37693537086,55.51064587505759,556.7829169051319
0.83139,55.44849851592964,0.0391069568002651,0.0163750849227383,0.0078244094136418,3389.965517873657,71160.42653172814,55.51097324033583,556.7883112336242
0.8314,55.44859783190213,0.0391067823809823,0.016375069210211,0.0078242598459364,3389.988764650901,71162.47619430893,55.51130064299638,556.7937050245384
0.83141,55.44869714796905,0.0391066079793653,0.0163750534781765,0.0078241102720112,3390.012017794233,71164.52592310916,55.511628083041735,556.7990982778108
0.83142,55.448796464131895,0.0391064335954165,0.0163750377266334,0.0078239606918668,3390.035277304191,71166.57571812492,55.51195556047437,556.804490993378
0.83143,55.448895780392135,0.0391062592291386,0.0163750219555803,0.0078238111055037,3390.0585431813106,71168.62557935235,55.51228307529679,556.8098831711767
0.83144,55.44899509675129,0.0391060848805342,0.0163750061650159,0.0078236615129224,3390.08181542613,71170.6755067874,55.51261062751147,556.8152748111436
0.83145,55.44909441321084,0.0391059105496057,0.0163749903549389,0.0078235119141233,3390.1050940391856,71172.72550042612,55.51293821712091,556.8206659132148
0.83146,55.44919372977227,0.0391057362363558,0.0163749745253477,0.007823362309107,3390.128379021015,71174.77556026464,55.5132658441276,556.8260564773275
0.83147,55.44929304643709,0.039105561940787,0.0163749586762411,0.0078232126978739,3390.1516703721554,71176.82568629897,55.51359350853403,556.831446503418
0.83148,55.44939236320676,0.0391053876629019,0.0163749428076177,0.0078230630804247,3390.1749680931434,71178.87587852513,55.51392121034269,556.8368359914227
0.83149,55.44949168008281,0.039105213402703,0.0163749269194762,0.0078229134567596,3390.198272184518,71180.92613693919,55.51424894955606,556.8422249412786
0.8315,55.44959099706671,0.039105039160193,0.0163749110118151,0.0078227638268794,3390.221582646817,71182.97646153723,55.51457672617666,556.847613352922
0.83151,55.449690314159966,0.0391048649353744,0.0163748950846331,0.0078226141907843,3390.244899480574,71185.02685231523,55.514904540206935,556.8530012262895
0.83152,55.449789631364055,0.0391046907282498,0.0163748791379288,0.0078224645484751,3390.2682226863312,71187.0773092693,55.51523239164942,556.8583885613178
0.83153,55.44988894868048,0.0391045165388216,0.0163748631717008,0.0078223148999521,3390.2915522646235,71189.12783239542,55.51556028050658,556.8637753579434
0.83154,55.44998826611073,0.0391043423670927,0.0163748471859479,0.0078221652452158,3390.31488821599,71191.17842168966,55.51588820678091,556.8691616161027
0.83155,55.45008758365629,0.0391041682130653,0.0163748311806685,0.0078220155842668,3390.338230540968,71193.22907714808,55.516216170474905,556.8745473357326
0.83156,55.45018690131868,0.0391039940767423,0.0163748151558614,0.0078218659171055,3390.361579240095,71195.27979876673,55.51654417159106,556.8799325167696
0.83157,55.45028621909936,0.039103819958126,0.0163747991115252,0.0078217162437325,3390.384934313909,71197.33058654156,55.51687221013185,556.88531715915
0.83158,55.45038553699983,0.0391036458572191,0.0163747830476584,0.0078215665641482,3390.40829576295,71199.3814404687,55.517200286099786,556.8907012628106
0.83159,55.45048485502159,0.0391034717740242,0.0163747669642598,0.0078214168783532,3390.431663587753,71201.43236054413,55.51752839949735,556.8960848276878
0.8316,55.45058417316612,0.0391032977085438,0.016374750861328,0.0078212671863479,3390.455037788858,71203.48334676391,55.51785655032703,556.9014678537184
0.83161,55.45068349143493,0.0391031236607805,0.0163747347388615,0.0078211174881329,3390.4784183668025,71205.53439912411,55.51818473859132,556.9068503408387
0.83162,55.4507828098295,0.0391029496307369,0.0163747185968591,0.0078209677837085,3390.501805322126,71207.58551762073,55.51851296429271,556.9122322889855
0.83163,55.45088212835133,0.0391027756184155,0.0163747024353193,0.0078208180730754,3390.5251986553644,71209.63670224977,55.5188412274337,556.9176136980952
0.83164,55.4509814470019,0.0391026016238189,0.0163746862542408,0.0078206683562341,3390.5485983670583,71211.68795300732,55.51916952801677,556.9229945681045
0.83165,55.45108076578271,0.0391024276469496,0.0163746700536223,0.007820518633185,3390.572004457746,71213.73926988934,55.51949786604442,556.9283748989496
0.83166,55.45118008469525,0.0391022536878103,0.0163746538334622,0.0078203689039286,3390.595416927964,71215.79065289191,55.51982624151913,556.9337546905674
0.83167,55.45127940374102,0.0391020797464036,0.0163746375937594,0.0078202191684654,3390.618835778253,71217.84210201107,55.5201546544434,556.9391339428944
0.83168,55.451378722921504,0.0391019058227319,0.0163746213345123,0.007820069426796,3390.642261009152,71219.89361724281,55.52048310481973,556.9445126558671
0.83169,55.45147804223819,0.0391017319167978,0.0163746050557197,0.0078199196789208,3390.6656926211976,71221.94519858315,55.5208115926506,556.949890829422
0.8317,55.451577361692586,0.039101558028604,0.0163745887573802,0.0078197699248403,3390.689130614931,71223.99684602817,55.52114011793852,556.9552684634957
0.83171,55.45167668128617,0.039101384158153,0.0163745724394923,0.0078196201645551,3390.712574990889,71226.04855957386,55.52146868068595,556.9606455580248
0.83172,55.45177600102044,0.0391012103054473,0.0163745561020548,0.0078194703980655,3390.736025749612,71228.10033921618,55.521797280895406,556.9660221129456
0.83173,55.45187532089689,0.0391010364704896,0.0163745397450662,0.0078193206253722,3390.759482891637,71230.15218495128,55.52212591856937,556.9713981281949
0.83174,55.45197464091701,0.0391008626532824,0.0163745233685252,0.0078191708464756,3390.7829464175056,71232.20409677508,55.52245459371035,556.976773603709
0.83175,55.45207396108229,0.0391006888538282,0.0163745069724304,0.0078190210613763,3390.8064163277554,71234.25607468362,55.52278330632082,556.9821485394247
0.83176,55.45217328139422,0.0391005150721297,0.0163744905567805,0.0078188712700746,3390.8298926229268,71236.30811867295,55.52311205640328,556.9875229352783
0.83177,55.4522726018543,0.0391003413081895,0.016374474121574,0.0078187214725712,3390.853375303558,71238.36022873905,55.52344084396022,556.9928967912065
0.83178,55.45237192246402,0.03910016756201,0.0163744576668097,0.0078185716688665,3390.8768643701883,71240.41240487795,55.52376966899413,556.9982701071456
0.83179,55.45247124322486,0.0390999938335938,0.0163744411924861,0.007818421858961,3390.900359823357,71242.46464708568,55.52409853150752,557.0036428830324
0.8318,55.452570564138334,0.0390998201229437,0.0163744246986018,0.0078182720428552,3390.9238616636053,71244.51695535824,55.52442743150287,557.0090151188033
0.83181,55.45266988520593,0.039099646430062,0.0163744081851555,0.0078181222205496,3390.947369891471,71246.5693296916,55.524756368982665,557.0143868143948
0.83182,55.45276920642912,0.0390994727549513,0.0163743916521459,0.0078179723920448,3390.970884507494,71248.62177008188,55.52508534394941,557.0197579697435
0.83183,55.45286852780941,0.0390992990976144,0.0163743750995715,0.0078178225573411,3390.9944055122146,71250.67427652498,55.52541435640559,557.0251285847858
0.83184,55.4529678493483,0.0390991254580536,0.016374358527431,0.0078176727164392,3391.017932906171,71252.72684901694,55.525743406353705,557.0304986594581
0.83185,55.45306717104727,0.0390989518362717,0.016374341935723,0.0078175228693395,3391.041466689906,71254.77948755382,55.52607249379625,557.0358681936973
